Contig_10_62.6472	0.0	
Contig_11_180.462	0.0	
Contig_12_56.8319	0.0	
Contig_13_91.0566	0.0	
Contig_14_54.0389	0.0	
Contig_15_52.2134	0.0	
Contig_16_61.389	0.0	
Contig_17_118.864	0.0	
Contig_18_119.81	0.0	
Contig_19_78.8802	0.0	
Contig_1_41.6354_Circ	0.23838475017256944	2117:2258 24065:24331 24378:30148 34648:36587 36781:37062 37090:37666
Contig_20_57.9102	0.0	
Contig_21_135.769	0.0	
Contig_22_67.3807	0.0	
Contig_23_59.9374	0.0	
Contig_24_57.2973	0.0	
Contig_25_60.1809	0.0	
Contig_26_191.502	0.0	
Contig_27_41.8327	0.10204322664462029	14155:14373 15200:16708
Contig_28_86.1551	0.0	
Contig_29_61.7337	0.0	
Contig_2_41.2315_Circ	0.0	
Contig_30_54.1079	0.0	
Contig_31_60.3187	0.0	
Contig_32_50.4513	0.0	
Contig_33_65.1469	0.0	
Contig_34_185.11	0.0	
Contig_35_51.9983	0.0	
Contig_36_121.912	0.0	
Contig_3_50.5953	0.0	
Contig_4_61.5763	0.0	
Contig_5_65.797	0.0	
Contig_6_61.6028	0.0	
Contig_7_61.708	0.0	
Contig_8_112.354	0.0	
Contig_9_50.6376	0.0	
Contig_10_62.6472:5p:1:6	0.0	
Contig_10_62.6472:5p:1:7	0.0	
Contig_10_62.6472:5p:1:8	0.0	
Contig_10_62.6472:5p:1:9	0.0	
Contig_10_62.6472:5p:1:10	0.0	
Contig_10_62.6472:5p:1:11	0.0	
Contig_10_62.6472:5p:1:12	0.0	
Contig_10_62.6472:5p:1:13	0.0	
Contig_10_62.6472:5p:1:14	0.0	
Contig_10_62.6472:5p:1:15	0.0	
Contig_10_62.6472:5p:1:16	0.0	
Contig_10_62.6472:5p:1:17	0.0	
Contig_10_62.6472:5p:1:18	0.0	
Contig_10_62.6472:5p:1:19	0.0	
Contig_10_62.6472:5p:1:20	0.0	
Contig_10_62.6472:5p:1:21	0.0	
Contig_10_62.6472:5p:1:22	0.0	
Contig_10_62.6472:5p:1:23	0.0	
Contig_10_62.6472:5p:1:24	0.0	
Contig_10_62.6472:5p:1:25	0.0	
Contig_10_62.6472:5p:1:26	0.0	
Contig_10_62.6472:5p:1:27	0.0	
Contig_10_62.6472:5p:1:28	0.0	
Contig_10_62.6472:5p:1:29	0.0	
Contig_10_62.6472:5p:1:30	0.0	
Contig_10_62.6472:5p:1:31	0.0	
Contig_10_62.6472:5p:1:32	0.0	
Contig_10_62.6472:5p:1:33	0.0	
Contig_10_62.6472:5p:1:34	0.0	
Contig_10_62.6472:5p:1:35	0.0	
Contig_10_62.6472:5p:1:36	0.0	
Contig_10_62.6472:5p:1:37	0.0	
Contig_10_62.6472:5p:1:38	0.0	
Contig_10_62.6472:5p:1:39	0.0	
Contig_10_62.6472:5p:1:40	0.0	
Contig_10_62.6472:5p:1:43	0.0	
Contig_10_62.6472:5p:1:44	0.0	
Contig_11_180.462:3p:1:3	0.0	
Contig_11_180.462:5p:1:4	0.0	
Contig_14_54.0389:5p:1:4	0.0	
Contig_14_54.0389:5p:1:5	0.0	
Contig_14_54.0389:5p:1:6	0.0	
Contig_22_67.3807:5p:1:3	0.0	
Contig_26_191.502:5p:1:1	0.0	
Contig_26_191.502:5p:1:3	0.0	
Contig_26_191.502:5p:1:4	0.0	
Contig_34_185.11:5p:1:3	0.0	
Contig_34_185.11:5p:1:4	0.0	
Contig_35_51.9983:5p:1:2	0.0	
Contig_35_51.9983:5p:1:3	0.0	
Contig_35_51.9983:5p:1:4	0.0	
Contig_35_51.9983:5p:1:5	0.0	
Contig_35_51.9983:5p:1:6	0.0	
Contig_36_121.912:3p:1:5	0.0	
Contig_36_121.912:3p:1:6	0.0	
Contig_36_121.912:3p:1:7	0.0	
Contig_36_121.912:3p:1:8	0.0	
Contig_36_121.912:3p:1:9	0.0	
Contig_4_61.5763:3p:1:2	0.0	
Contig_7_61.708:5p:1:4	0.0	
