1	0.003317218679284098	191442:191596 381167:381643 381948:382420 388696:388880
2	0.0007068660507733946	140162:140348
3	0.0	
4	0.0	
5	0.0	
6	0.0	
7	0.004146523046186613	40458:40897
8	0.0	
9	0.0	
10	0.0	
11	0.0703868931152331	13213:15629 17026:17262 38275:38318
12	0.0	
13	0.0	
14	0.10399462262339158	9332:10414
15	0.8673755550362234	219:722 1226:2994 3321:4511 4520:5629 5689:6633 6643:8248 8261:8558
16	0.0	
17	0.06110528680545155	5259:5399 6374:6640
18	0.5491949910554562	610:1512 1820:2047 2051:2410 2542:3057 3608:4051 4972:5590
19	0.9888692132557552	1:3795 3840:3953
20	0.13163426169206516	3034:3534
21	0.06911684037301152	1523:1774
22	0.9700187382885697	1:1553
23	0.044906166219839144	1190:1256
24	0.0	
25	0.8442211055276382	133:1140
26	1.0	1:1135
27	0.6386138613861386	1:264 630:1010
28	0.37422037422037424	495:854
29	0.0	
30	0.0	
31	0.0	
32	0.0	
33	0.0	
34	0.0	
35	1.0	1:529
36	0.0	
37	0.8048780487804879	64:138 156:410
38	0.0	
39	1.0	1:368
40	0.0	
41	0.0	
42	1.0	1:266
43	1.0	1:232
44	1.0	1:214
45	0.0	
46	0.6730769230769231	1:99 168:208
47	0.0	
48	1.0	1:201
49	0.9470899470899471	1:41 52:189
50	0.0	
51	0.7544910179640718	42:167
52	0.0	
53	0.0	
54	0.0	
55	0.0	
56	0.0	
57	0.0	
58	0.0	
59	0.0	
60	0.0	
61	0.0	
62	0.0	
63	0.0	
