3300	0.1
3300	0.11
3300	0.12
3300	0.13
3300	0.14
3300	0.15
3300	0.16
3300	0.17
3300	0.18
3300	0.63
3300	0.64
3300	0.65
3300	0.66
3300	0.67
3300	0.68
3300	0.69
3300	0.7
3300	0.71
3300	0.72
3300	0.73
3300	0.74
3300	0.75
3300	0.76
3300	0.77
3300	0.78
3300	0.79
3300	0.8
3300	0.81
3300	0.82
3300	0.83
3300	0.84
3300	0.85
3300	0.86
3300	0.87
3300	0.88
3300	0.89
3300	0.9
3300	0.91
3300	0.92
3300	0.93
3300	0.94
3300	0.95
3300	0.96
3300	0.97
3300	0.98
3350	0.1
3350	0.11
3350	0.12
3350	0.13
3350	0.14
3350	0.15
3350	0.16
3350	0.17
3350	0.18
3350	0.63
3350	0.64
3350	0.65
3350	0.66
3350	0.67
3350	0.68
3350	0.69
3350	0.7
3350	0.71
3350	0.72
3350	0.73
3350	0.74
3350	0.75
3350	0.76
3350	0.77
3350	0.78
3350	0.79
3350	0.8
3350	0.81
3350	0.82
3350	0.83
3350	0.84
3350	0.85
3350	0.86
3350	0.87
3350	0.88
3350	0.89
3350	0.9
3350	0.91
3350	0.92
3350	0.93
3350	0.94
3350	0.95
3350	0.96
3350	0.97
3350	0.98
3400	0.1
3400	0.11
3400	0.12
3400	0.13
3400	0.14
3400	0.15
3400	0.16
3400	0.17
3400	0.18
3400	0.63
3400	0.64
3400	0.65
3400	0.66
3400	0.67
3400	0.68
3400	0.69
3400	0.7
3400	0.71
3400	0.72
3400	0.73
3400	0.74
3400	0.75
3400	0.76
3400	0.77
3400	0.78
3400	0.79
3400	0.8
3400	0.81
3400	0.82
3400	0.83
3400	0.84
3400	0.85
3400	0.86
3400	0.87
3400	0.88
3400	0.89
3400	0.9
3400	0.91
3400	0.92
3400	0.93
3400	0.94
3400	0.95
3400	0.96
3400	0.97
3400	0.98
3450	0.1
3450	0.11
3450	0.12
3450	0.13
3450	0.14
3450	0.15
3450	0.16
3450	0.17
3450	0.18
3450	0.63
3450	0.64
3450	0.65
3450	0.66
3450	0.67
3450	0.68
3450	0.69
3450	0.7
3450	0.71
3450	0.72
3450	0.73
3450	0.74
3450	0.75
3450	0.76
3450	0.77
3450	0.78
3450	0.79
3450	0.8
3450	0.81
3450	0.82
3450	0.83
3450	0.84
3450	0.85
3450	0.86
3450	0.87
3450	0.88
3450	0.89
3450	0.9
3450	0.91
3450	0.92
3450	0.93
3450	0.94
3450	0.95
3450	0.96
3450	0.97
3450	0.98
3500	0.1
3500	0.11
3500	0.12
3500	0.13
3500	0.14
3500	0.15
3500	0.16
3500	0.17
3500	0.18
3500	0.63
3500	0.64
3500	0.65
3500	0.66
3500	0.67
3500	0.68
3500	0.69
3500	0.7
3500	0.71
3500	0.72
3500	0.73
3500	0.74
3500	0.75
3500	0.76
3500	0.77
3500	0.78
3500	0.79
3500	0.8
3500	0.81
3500	0.82
3500	0.83
3500	0.84
3500	0.85
3500	0.86
3500	0.87
3500	0.88
3500	0.89
3500	0.9
3500	0.91
3500	0.92
3500	0.93
3500	0.94
3500	0.95
3500	0.96
3500	0.97
3500	0.98
3550	0.1
3550	0.11
3550	0.12
3550	0.13
3550	0.14
3550	0.15
3550	0.16
3550	0.17
3550	0.18
3550	0.63
3550	0.64
3550	0.65
3550	0.66
3550	0.67
3550	0.68
3550	0.69
3550	0.7
3550	0.71
3550	0.72
3550	0.73
3550	0.74
3550	0.75
3550	0.76
3550	0.77
3550	0.78
3550	0.79
3550	0.8
3550	0.81
3550	0.82
3550	0.83
3550	0.84
3550	0.85
3550	0.86
3550	0.87
3550	0.88
3550	0.89
3550	0.9
3550	0.91
3550	0.92
3550	0.93
3550	0.94
3550	0.95
3550	0.96
3550	0.97
3550	0.98
3600	0.1
3600	0.11
3600	0.12
3600	0.13
3600	0.14
3600	0.15
3600	0.16
3600	0.17
3600	0.18
3600	0.63
3600	0.64
3600	0.65
3600	0.66
3600	0.67
3600	0.68
3600	0.69
3600	0.7
3600	0.71
3600	0.72
3600	0.73
3600	0.74
3600	0.75
3600	0.76
3600	0.77
3600	0.78
3600	0.79
3600	0.8
3600	0.81
3600	0.82
3600	0.83
3600	0.84
3600	0.85
3600	0.86
3600	0.87
3600	0.88
