1	0.006979844718061329	79248:79288 262794:262948 263122:263293 453488:453598 453636:454111 454417:454889 457564:457647 458824:459122 502018:502195 502424:502472 502568:503422 503434:504000 506087:506542 507869:507957
2	0.0	
3	0.0007111084213393046	124109:124296
4	0.0	
5	0.0	
6	0.0	
7	0.0	
8	0.0	
9	0.8789734045158446	1:712 723:4756 4888:5250 5347:7126 7130:8541 8741:9436 9457:10894 10943:11731 12318:12896 12908:16041 16045:16628 16638:17576 17984:18397 18400:19314 20261:20417
10	0.0	
11	0.0	
12	0.0	
13	0.0	
14	0.0	
15	0.9273461150353178	90:1008 1013:1480 1544:1939 1987:2673 2676:2900 2939:5441 5631:5946
16	0.0	
17	0.0	
18	0.0	
19	0.0	
20	0.9125258799171843	59:1309 1311:1778 1889:1932
21	0.0	
22	0.0	
23	0.0	
24	0.0	
25	0.0	
26	0.0	
27	0.0	
28	0.0	
29	0.0	
30	0.0	
31	0.0	
32	0.0	
33	0.0	
34	0.0	
35	0.0	
36	0.0	
37	0.0	
38	0.0	
39	0.0	
40	0.0	
41	0.0	
42	0.0	
43	0.0	
44	0.0	
45	0.0	
46	0.0	
47	0.0	
48	0.0	
49	0.0	
50	0.0	
51	0.0	
52	0.0	
53	0.0	
54	0.0	
55	0.0	
56	0.0	
57	0.0	
58	0.0	
59	0.0	
60	0.0	
61	0.0	
62	0.0	
63	0.0	
64	0.0	
65	0.0	
